UserGuid,EmailAddress,CustomerNumber,AgreementNumber,LinkedAdminAgreement,AdminInvoiced,AgreementSignupDate,CustomerSignupDate,CustomerType,Segment,Commodity,ProductName,TariffCode,DistributionRegion,MeterPointEIC,MeterSerialNumber,SmartMeterInstalled,MeterReadingFrequency,LastMeterReadingDate,LastMeterReadingValue,AnnualConsumptionKWh,AnnualGasConsumptionM3,CurrentAccountingYearEndDate,InvoiceDeliveryMethod,InvoiceFrequency,LastInvoiceDate,LastInvoiceAmountEUR,OutstandingBalanceEUR,PaymentMethod,DirectDebitActive,LatePaymentsLast12M,PaymentPlanActive,MonthlyDepositEUR,EZonaRegistered,EZonaLastLoginDate,AppUsage,MobileAppPlatform,NewsletterConsent,MarketingConsent,OutageNotificationConsent,PlannedOutageCountLast12M,UnplannedOutageCountLast12M,OpenServiceRequests,LastServiceRequestDate,LastServiceRequestType,SolarInterestScore,EnergyEfficiencyLeadScore,EVInterest,HeatPumpInterest,GreenEnergySubscription,PaperlessInvoice,ComplaintCountLast24M,ChurnRiskScore,CustomerLifetimeValueEUR,PreferredContactChannel,City,PostalCode,NumberOfEmployees,IndustryCode,LegalForm,Superuser
442d8c85-d747-4623-b42b-45df8883b72b,katarina.simon163@firma.sk,20741964,CX-263-463,ADM-156-384,FALSE,10/13/2021 22:26:00,10/13/2021 22:26:00,Business,Small business,Gas,Plyn Domov,B2B-DUO,Cadca,24ZSS7562815994M,GAS307012,TRUE,Monthly,5/5/2026 5:52:00,146526,0,2428,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,176.54,0,Direct debit,FALSE,1,FALSE,176.12,TRUE,2/3/2025 7:06:00,"eZona web, API",,TRUE,FALSE,TRUE,5,0,0,,Solar consultation,2,5,FALSE,FALSE,FALSE,TRUE,1,2,8473.92,Email,Cadca,02201,4,256200,neziskova organizacia,FALSE
24c812b4-6c3d-470b-a040-32d284584c53,miroslav.novakova164@example.sk,12904536,CX-264-142,,FALSE,1/16/2025 4:02:00,1/16/2025 4:02:00,Household,Solar interest,Gas,Firma Plyn Plus,B2B-GAS,Cadca,24ZSS7884936941P,GAS202520,TRUE,Monthly,4/23/2026 6:13:00,26289,0,1668,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,113.74,0,Postal order,FALSE,4,FALSE,110.11,TRUE,12/29/2025 10:34:00,"eZona web, API",,FALSE,FALSE,TRUE,5,1,0,2/20/2025 10:57:00,Contact support,7,2,FALSE,FALSE,FALSE,TRUE,0,7,2729.76,SMS,Cadca,02201,,,,FALSE
aa7b0718-34e5-4721-a0f3-c17595245bc3,tomas.fedorova165@post.sk,16889720,CX-265-279,,FALSE,8/6/2018 13:20:00,8/6/2018 13:20:00,Household,Solar interest,Electricity,Verejna Sprava Elektrina,DD2-DOM,Cadca,24ZSS1530514592M,ELM965804,TRUE,Monthly,3/16/2026 20:39:00,45973,2600,0,12/31/2026 0:00:00,Post,Annual,4/30/2026 0:00:00,58.49,0,Direct debit,TRUE,0,FALSE,66.66,FALSE,,,,TRUE,TRUE,TRUE,5,0,1,6/27/2025 17:50:00,Tariff consultation,10,4,FALSE,FALSE,FALSE,FALSE,0,6,1169.8,SMS,Cadca,02201,,,,FALSE
ca386896-e872-4e8a-b2fe-b7b0b4f749ce,robert.gregorova166@example.sk,19178954,PX-266-769,,FALSE,11/26/2021 16:44:00,11/26/2021 16:44:00,Household,Senior assisted,Electricity + Gas,Firma Energia Plus,DMP1-PLYN,Poprad,24ZSS5257677330M,ELM810316,FALSE,Quarterly,3/30/2026 10:52:00,3651,7599,1084,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,114.06,0,Direct debit,TRUE,1,FALSE,122.13,TRUE,1/28/2025 22:25:00,mobile web,,TRUE,FALSE,TRUE,5,0,1,11/13/2025 10:24:00,Contact support,7,7,FALSE,FALSE,FALSE,TRUE,0,5,3763.98,Phone,Poprad,05801,,,,TRUE
630a90e0-afe1-46c3-81b2-7be5364b5e41,robert.danko167@firma.sk,22395967,PX-267-655,ADM-959-853,TRUE,9/19/2025 17:54:00,9/19/2025 17:54:00,Business,Industrial,Gas,Firma Plyn Plus,VS-ELE,Poprad,24ZSS7549888048K,GAS445342,TRUE,Monthly,4/15/2026 0:09:00,14815,0,5624,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,387.32,0,Direct debit,TRUE,0,FALSE,432.24,FALSE,,,,FALSE,FALSE,TRUE,3,0,1,,Tariff consultation,7,2,FALSE,FALSE,FALSE,FALSE,0,2,12394.24,SMS,Poprad,05801,2,861000,zivnostnik,FALSE
048e6cb8-5fc7-4c5b-878e-53e97d7006e0,lenka.kovac168@gmail.com,18637883,MX-268-554,,FALSE,8/5/2021 15:44:00,8/5/2021 15:44:00,Household,Price sensitive,Electricity,Firma Elektrina Plus,DD2-DOM,Martin,24ZSS7925972485P,ELM264051,FALSE,Quarterly,4/19/2026 19:56:00,23967,8666,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,58.65,16.48,Direct debit,TRUE,0,FALSE,56.57,TRUE,8/12/2025 17:58:00,mobile web,Android,TRUE,FALSE,FALSE,3,3,1,1/24/2025 3:36:00,Meter reading,1,10,TRUE,FALSE,FALSE,TRUE,1,5,4046.85,eZona message,Martin,03601,,,,FALSE
28a3e543-3c18-4652-be9b-c525dd548cae,pavol.varga169@municipal.sk,20671743,TX-269-473,ADM-909-495,TRUE,7/3/2022 6:20:00,7/3/2022 6:20:00,Business,Hospitality,Electricity + Gas,Online Domov Duo,VS-ELE,Trencin,24ZSS4081676722Q,ELM391650,TRUE,Monthly,4/17/2026 8:31:00,70467,80579,8892,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,543.37,0,Postal order,FALSE,0,FALSE,592.87,TRUE,9/30/2025 2:55:00,mobile web,iOS,TRUE,TRUE,TRUE,4,2,1,3/23/2026 9:17:00,Contact support,0,10,FALSE,FALSE,FALSE,TRUE,0,1,11410.77,Phone,Trencin,91101,4,620100,obec,TRUE
004b1ebf-1872-4ee3-b9b2-afdc5e4526fb,ivana.mikulas170@gmail.com,13504677,LM-270-964,,FALSE,4/8/2022 3:15:00,4/8/2022 3:15:00,Household,Standard household,Electricity + Gas,Online Domov Duo,B2B-ELE,Liptovsky Mikulas,24ZSS6163408327P,ELM403312,FALSE,Quarterly,4/8/2026 4:18:00,11592,2588,1607,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,113.88,0,Card,FALSE,1,FALSE,123.73,TRUE,10/5/2025 22:10:00,"eZona web, API",,TRUE,FALSE,FALSE,0,0,1,12/9/2025 18:23:00,Move contract,3,5,FALSE,FALSE,FALSE,TRUE,0,3,6718.92,SMS,Liptovsky Mikulas,03101,,,,TRUE
0083cf84-d208-46f6-a32a-f5e8fac8e32c,lenka.kral171@example.sk,14788065,PX-271-681,,FALSE,10/24/2025 13:57:00,10/24/2025 13:57:00,Household,Solar interest,Electricity,Firma Elektrina Plus,DD2-DOM,Prievidza,24ZSS1983395802P,ELM732199,FALSE,Quarterly,4/1/2026 2:27:00,9426,4756,0,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,65.9,0,Direct debit,TRUE,1,FALSE,74.47,FALSE,,,,FALSE,TRUE,TRUE,5,0,0,,Invoice copy,10,5,FALSE,TRUE,TRUE,FALSE,0,7,2306.5,Email,Prievidza,97101,,,,FALSE
a3c86311-fb5c-4ce7-9379-e620360c6fee,robert.kollarova172@azet.sk,15090172,TX-272-834,,FALSE,5/28/2024 1:01:00,5/28/2024 1:01:00,Household,Standard household,Gas,Plyn Domov,B2B-DUO,Trencin,24ZSS1665608510M,GAS525725,TRUE,Monthly,4/1/2026 12:25:00,18375,0,1916,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,137.38,281.19,Card,FALSE,2,TRUE,137.02,TRUE,1/26/2025 1:13:00,"eZona web, mobile web",,FALSE,FALSE,FALSE,5,0,1,5/29/2025 15:05:00,Tariff consultation,6,1,TRUE,FALSE,FALSE,TRUE,1,3,2884.98,Phone,Trencin,91101,,,,TRUE
90ad4ea7-1743-4ab9-a66f-5e587d77f161,zuzana.kovac173@post.sk,15074865,MX-273-248,,FALSE,10/27/2023 6:19:00,10/27/2023 6:19:00,Household,Solar interest,Electricity,Firma Elektrina Plus,B2B-DUO,Martin,24ZSS2975650998K,ELM398364,TRUE,Monthly,3/31/2026 8:31:00,35757,5918,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,65.12,0,Direct debit,TRUE,0,FALSE,59.82,TRUE,1/21/2025 6:30:00,"eZona web, API",,TRUE,TRUE,TRUE,3,2,0,1/7/2026 7:51:00,Deposit change,10,10,FALSE,FALSE,FALSE,TRUE,1,6,4558.4,SMS,Martin,03601,,,,FALSE
47b3b5f4-c48f-4f7b-8b91-9dcdf5d9656c,robert.lackova174@azet.sk,18960746,CX-274-459,,FALSE,8/27/2024 10:06:00,8/27/2024 10:06:00,Household,Standard household,Electricity,Elektrina Domov,DD2-DOM,Cadca,24ZSS1480105606M,ELM241350,TRUE,Monthly,4/21/2026 21:55:00,40959,5716,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,55.09,0,Bank transfer,FALSE,0,FALSE,64.55,TRUE,7/7/2025 13:47:00,eZona web,,TRUE,FALSE,TRUE,2,3,1,3/24/2025 1:22:00,Contact support,0,9,FALSE,FALSE,TRUE,TRUE,0,1,2864.68,Email,Cadca,02201,,,,TRUE
078a8c9e-0737-404e-b494-c1901a704b0b,daniel.marekova175@post.sk,19368996,ZX-275-666,,FALSE,7/18/2023 0:22:00,7/18/2023 0:22:00,Household,Green energy,Gas,Plyn Komfort,B2B-DUO,Zvolen,24ZSS7331297382Q,GAS768657,TRUE,Monthly,4/12/2026 8:23:00,43071,0,1809,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,129.5,80.01,Direct debit,FALSE,0,FALSE,120.29,TRUE,4/17/2025 15:38:00,"eZona web, mobile web",iOS,FALSE,FALSE,TRUE,1,0,1,3/8/2025 21:17:00,Meter reading,3,2,FALSE,FALSE,TRUE,TRUE,1,5,8935.5,eZona message,Zvolen,96001,,,,TRUE
91c15820-4593-4e8b-874a-fbf931b54e88,andrea.kollarova176@example.sk,15082869,MX-276-334,,FALSE,1/27/2022 23:22:00,1/27/2022 23:22:00,Household,Senior assisted,Electricity,Firma Elektrina Plus,B2B-DUO,Martin,24ZSS6545952703Q,ELM347702,FALSE,Annual,3/13/2026 17:28:00,12633,8536,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,27.62,0,Direct debit,TRUE,1,FALSE,24.52,TRUE,8/31/2025 8:26:00,eZona web,Android,FALSE,FALSE,TRUE,5,2,0,8/11/2025 8:50:00,Deposit change,5,10,FALSE,FALSE,FALSE,TRUE,1,4,911.46,eZona message,Martin,03601,,,,TRUE
e95fcf19-da1d-4803-bd15-b02e40d25885,pavol.danko177@example.sk,13090149,ZX-277-783,,FALSE,8/17/2019 13:13:00,8/17/2019 13:13:00,Household,Senior assisted,Gas,Firma Plyn Plus,B2B-ELE,Zvolen,24ZSS1486782187M,GAS856814,FALSE,Annual,3/7/2026 18:20:00,16457,0,1316,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,117.38,54.62,Direct debit,TRUE,0,FALSE,134.05,TRUE,6/24/2025 8:06:00,"eZona web, API",iOS,TRUE,TRUE,TRUE,2,1,0,,Deposit change,1,1,FALSE,FALSE,FALSE,TRUE,0,6,5869,SMS,Zvolen,96001,,,,TRUE
641d1813-07ef-4fad-ad98-40aa96c1e6e7,simona.novakova178@post.sk,13808725,ZX-278-878,,FALSE,3/1/2023 13:34:00,3/1/2023 13:34:00,Household,Standard household,Electricity,Elektrina Online,B2B-DUO,Zilina,24ZSS2633722571P,ELM513310,TRUE,Monthly,3/13/2026 16:37:00,41322,4891,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,36.93,0,Postal order,FALSE,2,FALSE,30.9,TRUE,2/14/2026 1:01:00,"eZona web, mobile web",Android,TRUE,FALSE,TRUE,5,2,1,3/25/2026 14:27:00,Solar consultation,2,9,FALSE,FALSE,FALSE,TRUE,1,7,2585.1,SMS,Zilina,01001,,,,TRUE
5b576243-fd33-4cfc-8df1-6eb10cbde0d5,simona.horvath179@gmail.com,11061380,ZX-279-243,,FALSE,10/28/2023 19:44:00,10/28/2023 19:44:00,Household,Digital household,Gas,Plyn Komfort,B2B-DUO,Zvolen,24ZSS2264968045P,GAS305044,FALSE,Annual,4/21/2026 8:40:00,1744,0,1387,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,140.29,0,Direct debit,TRUE,1,FALSE,122.59,TRUE,4/7/2025 19:50:00,mobile web,,FALSE,FALSE,TRUE,2,3,1,5/21/2025 5:57:00,Solar consultation,3,5,FALSE,FALSE,FALSE,TRUE,1,3,7435.37,SMS,Zvolen,96001,,,,TRUE
bb71a925-fb1f-4e59-82e6-608ea22436d9,jana.tothova180@post.sk,12057969,ZX-280-153,,FALSE,8/16/2025 21:12:00,8/16/2025 21:12:00,Household,High consumption,Electricity + Gas,Firma Energia Plus,VS-ELE,Zvolen,24ZSS1658040143M,ELM313868,FALSE,Annual,3/16/2026 9:10:00,29119,1527,1687,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,126.08,153.78,Direct debit,FALSE,1,TRUE,132.52,TRUE,5/13/2025 23:20:00,mobile web,,FALSE,FALSE,FALSE,2,1,0,5/20/2025 20:58:00,Complaint,2,3,FALSE,FALSE,FALSE,TRUE,0,7,3152,eZona message,Zvolen,96001,,,,TRUE
4880a368-09ad-416a-afba-09c95b64aa4d,peter.simon181@municipal.sk,22561896,TX-281-808,ADM-527-685,TRUE,12/20/2020 12:50:00,12/20/2020 12:50:00,Business,Public sector,Electricity + Gas,Online Domov Duo,DD2-DOM,Trencin,24ZSS1036516031K,ELM479548,TRUE,Monthly,4/11/2026 3:07:00,31507,119201,12914,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,889.92,0,Card,FALSE,0,FALSE,945.85,TRUE,2/1/2026 10:12:00,mobile web,iOS,TRUE,FALSE,TRUE,5,1,1,,Tariff consultation,4,10,FALSE,TRUE,FALSE,TRUE,0,1,47165.76,Phone,Trencin,91101,1,852000,s.r.o.,FALSE
326b17fb-90ff-45c2-8a10-445295d25dee,jana.horvath182@example.sk,11414969,PX-282-290,,FALSE,10/16/2022 8:21:00,10/16/2022 8:21:00,Household,High consumption,Electricity,Verejna Sprava Elektrina,DD2-DOM,Prievidza,24ZSS4291395918K,ELM980534,FALSE,Annual,4/2/2026 19:06:00,21971,3681,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,21.7,0,Direct debit,TRUE,1,FALSE,23.56,TRUE,11/21/2025 12:49:00,"eZona web, API",,TRUE,TRUE,TRUE,5,2,1,2/7/2026 19:08:00,Meter reading,6,9,FALSE,FALSE,FALSE,TRUE,1,7,564.2,Phone,Prievidza,97101,,,,TRUE
7f98dec0-b9a1-4475-98d8-f5192494d4d9,daniel.kovac183@azet.sk,16305777,TX-283-675,,FALSE,9/25/2024 0:29:00,9/25/2024 0:29:00,Household,Solar interest,Electricity,Firma Elektrina Plus,DD5-SOLAR,Trencin,24ZSS4091301311P,ELM574872,TRUE,Monthly,3/30/2026 4:00:00,16768,4957,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,70.94,0,Direct debit,TRUE,0,FALSE,70.26,TRUE,4/16/2025 22:58:00,"eZona web, API",iOS,FALSE,FALSE,TRUE,0,3,1,7/22/2025 13:09:00,Move contract,7,10,FALSE,FALSE,FALSE,TRUE,4,3,2057.26,Phone,Trencin,91101,,,,TRUE
a4ced440-55d0-480e-a4ef-1f0c8395bcba,michal.marekova184@gmail.com,16158606,RX-284-320,,FALSE,8/7/2023 17:26:00,8/7/2023 17:26:00,Household,Green energy,Electricity,Verejna Sprava Elektrina,DD2-DOM,Ruzomberok,24ZSS5595586628K,ELM692522,FALSE,Annual,4/8/2026 15:53:00,36190,5434,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,50.03,0,Card,FALSE,1,FALSE,55.73,TRUE,3/20/2026 16:50:00,"eZona web, API",,FALSE,FALSE,FALSE,5,3,0,1/7/2026 13:41:00,Move contract,6,10,TRUE,TRUE,TRUE,TRUE,1,6,2151.29,SMS,Ruzomberok,03401,,,,TRUE
2694d083-b15c-486a-b5ff-c62435aecfbd,miroslav.simekova185@gmail.com,14362248,MX-285-101,,FALSE,11/19/2019 12:43:00,11/19/2019 12:43:00,Household,Price sensitive,Electricity,Verejna Sprava Elektrina,DMP1-PLYN,Martin,24ZSS7398919914K,ELM313612,TRUE,Monthly,3/11/2026 5:53:00,14368,7190,0,12/31/2026 0:00:00,Post,Quarterly,4/30/2026 0:00:00,72.37,157.6,Direct debit,TRUE,5,FALSE,70.19,FALSE,,,,TRUE,FALSE,FALSE,4,1,1,,Solar consultation,4,9,FALSE,FALSE,FALSE,FALSE,0,9,3618.5,eZona message,Martin,03601,,,,FALSE
835c1a65-8762-4a38-b6db-4d0ba7d5240e,marek.fedorova186@municipal.sk,24754922,PX-286-774,,TRUE,4/22/2022 9:17:00,4/22/2022 9:17:00,Business,SME multi-site,Gas,Firma Plyn Plus,VS-ELE,Prievidza,24ZSS7223770305M,GAS887460,TRUE,Monthly,5/1/2026 14:12:00,147933,0,13547,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,904.09,718.21,Card,FALSE,1,FALSE,811.85,TRUE,4/23/2025 13:07:00,"eZona web, API",,TRUE,TRUE,FALSE,3,2,0,2/8/2025 4:20:00,Deposit change,4,5,FALSE,FALSE,TRUE,FALSE,0,4,25314.52,Email,Prievidza,97101,51,861000,obec,TRUE
377390ca-cc88-4915-8a07-9fc8d2fbd443,pavol.simon187@azet.sk,13924281,PX-287-865,,FALSE,6/22/2019 3:19:00,6/22/2019 3:19:00,Household,Price sensitive,Gas,Plyn Domov,DD5-SOLAR,Poprad,24ZSS1117536725K,GAS711049,TRUE,Monthly,3/2/2026 12:53:00,6017,0,2190,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,139.45,0,Bank transfer,FALSE,0,FALSE,158.66,FALSE,,,,TRUE,FALSE,FALSE,1,0,0,1/18/2025 0:25:00,Invoice copy,7,4,FALSE,FALSE,FALSE,FALSE,1,4,7530.3,SMS,Poprad,05801,,,,FALSE
8a638270-3156-4942-b1ad-92ae6c4f403d,andrea.lackova188@post.sk,17011716,ZX-288-798,,FALSE,4/19/2020 22:10:00,4/19/2020 22:10:00,Household,Solar interest,Gas,Plyn Komfort,DD2-DOM,Zvolen,24ZSS3862207572Q,GAS803877,TRUE,Monthly,4/18/2026 19:54:00,42574,0,238,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,71.09,0,Direct debit,TRUE,0,FALSE,68.86,TRUE,3/9/2025 9:13:00,mobile web,,FALSE,FALSE,TRUE,3,0,1,,Meter reading,8,4,FALSE,FALSE,FALSE,TRUE,1,2,4407.58,Phone,Zvolen,96001,,,,FALSE
a668e16b-4518-44b9-a63c-78baed405530,ivana.balaz189@azet.sk,10453889,RX-289-988,,FALSE,6/12/2023 0:47:00,6/12/2023 0:47:00,Household,High consumption,Electricity + Gas,Firma Energia Plus,DD1-DOM,Ruzomberok,24ZSS8529479795K,ELM443704,FALSE,Annual,3/4/2026 8:38:00,12443,2727,1405,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,148.79,0,Direct debit,TRUE,0,FALSE,154.49,TRUE,7/29/2025 5:02:00,"eZona web, mobile web",Android,FALSE,TRUE,FALSE,5,1,0,3/25/2025 16:23:00,Tariff consultation,5,6,FALSE,TRUE,FALSE,TRUE,0,2,8927.4,eZona message,Ruzomberok,03401,,,,TRUE
5c949a42-fb2f-437b-945d-80577113d9e8,peter.varga190@example.sk,10398458,ZX-290-652,,FALSE,3/14/2026 3:55:00,3/14/2026 3:55:00,Household,Digital household,Electricity + Gas,Duo Komfort,B2B-GAS,Zvolen,24ZSS1804106691Q,ELM603304,TRUE,Monthly,3/15/2026 9:19:00,35471,7754,124,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,59.29,0,Direct debit,TRUE,0,FALSE,65.29,TRUE,12/28/2025 3:34:00,eZona web,,FALSE,TRUE,TRUE,5,2,1,1/27/2025 14:39:00,Invoice copy,1,7,FALSE,FALSE,FALSE,TRUE,3,1,1422.96,Email,Zvolen,96001,,,,TRUE
7fe824f3-202b-4278-8178-d5dba5af3b79,pavol.lackova191@azet.sk,14773775,PX-291-201,,FALSE,11/24/2024 1:50:00,11/24/2024 1:50:00,Household,High consumption,Gas,Plyn Komfort,DD2-DOM,Poprad,24ZSS7376286650P,GAS111049,FALSE,Annual,4/3/2026 0:38:00,10439,0,323,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,91.77,0,Postal order,FALSE,0,FALSE,105.94,FALSE,,,,TRUE,TRUE,FALSE,2,0,0,,Contact support,6,6,FALSE,FALSE,TRUE,FALSE,1,3,4955.58,SMS,Poprad,05801,,,,FALSE
402de498-6e78-4d69-8996-1571fd558101,tomas.marekova192@example.sk,19862941,TX-292-506,,FALSE,10/5/2024 0:18:00,10/5/2024 0:18:00,Household,Senior assisted,Electricity,Elektrina Domov,B2B-ELE,Trencin,24ZSS7114485897Q,ELM735607,TRUE,Monthly,4/22/2026 7:26:00,18944,7457,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,39.42,0,Direct debit,FALSE,0,FALSE,36.54,TRUE,4/21/2026 11:05:00,"eZona web, mobile web",iOS,TRUE,FALSE,FALSE,1,2,1,,Solar consultation,4,10,FALSE,FALSE,TRUE,TRUE,1,5,1261.44,Email,Trencin,91101,,,,TRUE
bb89c596-8b25-4ba5-9554-881f9a495b5b,katarina.kollarova193@post.sk,19474695,CX-293-465,,FALSE,8/6/2025 18:49:00,8/6/2025 18:49:00,Household,High consumption,Electricity,Elektrina Online,B2B-DUO,Cadca,24ZSS5662565365M,ELM848091,TRUE,Monthly,3/22/2026 23:45:00,42665,8714,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,57.66,0,Direct debit,TRUE,4,FALSE,62.82,TRUE,3/16/2025 23:57:00,"eZona web, mobile web",iOS,FALSE,FALSE,TRUE,5,0,2,11/4/2025 19:57:00,Invoice copy,5,10,TRUE,FALSE,FALSE,TRUE,1,6,1383.84,SMS,Cadca,02201,,,,TRUE
b98a5f0a-6f05-4c7b-9cc2-f4030aa971da,monika.horvath194@example.sk,16233365,CX-294-316,,FALSE,8/3/2020 20:30:00,8/3/2020 20:30:00,Household,Price sensitive,Electricity,Elektrina Online,VS-ELE,Cadca,24ZSS6084227971M,ELM512520,FALSE,Quarterly,4/27/2026 2:46:00,36025,5512,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,34.05,30.48,Bank transfer,FALSE,0,FALSE,36.64,TRUE,5/4/2025 23:23:00,eZona web,iOS,TRUE,FALSE,FALSE,1,0,0,4/26/2025 0:26:00,Complaint,0,6,FALSE,FALSE,FALSE,TRUE,0,3,885.3,SMS,Cadca,02201,,,,TRUE
9d2d5b8e-4246-4726-b484-99fc88002caa,ivana.marekova195@azet.sk,12441547,MX-295-487,,FALSE,1/2/2024 20:13:00,1/2/2024 20:13:00,Household,Senior assisted,Gas,Firma Plyn Plus,DMP1-PLYN,Martin,24ZSS9300961338P,GAS434372,FALSE,Annual,3/20/2026 4:08:00,11240,0,735,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,74.43,19.59,Direct debit,FALSE,0,FALSE,79.5,FALSE,,,,FALSE,FALSE,FALSE,5,0,0,,Contact support,2,4,FALSE,FALSE,TRUE,FALSE,0,1,1786.32,Phone,Martin,03601,,,,FALSE
c323567b-0efb-48af-beae-e03b2c2bee4c,michal.kral196@post.sk,10033695,LM-296-485,,FALSE,8/14/2021 18:52:00,8/14/2021 18:52:00,Household,Green energy,Electricity,Verejna Sprava Elektrina,B2B-DUO,Liptovsky Mikulas,24ZSS6976922107K,ELM787026,TRUE,Monthly,4/20/2026 20:37:00,12316,8309,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,38.58,36.29,Bank transfer,FALSE,0,FALSE,44.52,TRUE,4/4/2026 2:47:00,mobile web,,TRUE,TRUE,TRUE,5,2,1,,Deposit change,3,10,FALSE,FALSE,TRUE,TRUE,0,2,1774.68,eZona message,Liptovsky Mikulas,03101,,,,FALSE
9416c19a-1ecc-42d3-8a63-8178607797d0,miroslav.mikulas197@example-business.sk,28945190,ZX-297-909,ADM-819-584,FALSE,5/17/2025 22:59:00,5/17/2025 22:59:00,Business,Hospitality,Electricity,Verejna Sprava Elektrina,B2B-DUO,Zvolen,24ZSS6856037513K,ELM569472,TRUE,Monthly,5/4/2026 8:30:00,197043,21761,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,222.13,0,Direct debit,TRUE,1,FALSE,195.21,TRUE,3/23/2025 2:21:00,mobile web,,TRUE,FALSE,TRUE,5,3,0,6/17/2025 16:04:00,Invoice copy,7,7,FALSE,FALSE,TRUE,FALSE,4,4,5997.51,SMS,Zvolen,96001,59,551000,s.r.o.,TRUE
dcb32659-dea5-47a0-a42b-6c1a48b95263,andrea.danko198@example.sk,16423159,CX-298-360,,FALSE,11/29/2018 2:02:00,11/29/2018 2:02:00,Household,Digital household,Electricity + Gas,Firma Energia Plus,B2B-GAS,Cadca,24ZSS7649558565M,ELM149900,TRUE,Monthly,3/20/2026 7:31:00,12429,6299,555,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,87.72,0,Direct debit,TRUE,0,FALSE,74.8,TRUE,10/8/2025 1:05:00,"eZona web, mobile web",,TRUE,TRUE,TRUE,1,3,0,4/19/2026 9:28:00,Contact support,6,10,FALSE,TRUE,FALSE,TRUE,1,1,3947.4,eZona message,Cadca,02201,,,,TRUE
8466255a-8e87-4e22-81fb-fa753ba18d49,tomas.halas199@azet.sk,11940898,RX-299-121,,FALSE,6/11/2021 6:52:00,6/11/2021 6:52:00,Household,Digital household,Electricity + Gas,Firma Energia Plus,B2B-GAS,Ruzomberok,24ZSS3191256205Q,ELM297489,TRUE,Monthly,4/8/2026 16:18:00,21403,3799,2016,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,161.6,0,Postal order,FALSE,1,FALSE,136.23,TRUE,8/22/2025 3:52:00,mobile web,,TRUE,TRUE,TRUE,5,3,3,5/9/2025 7:53:00,Move contract,4,4,FALSE,FALSE,FALSE,TRUE,1,4,11473.6,Phone,Ruzomberok,03401,,,,TRUE
17a7cd74-2990-4378-b16d-4af6d01a2d28,michal.fedorova200@azet.sk,13212331,PX-300-585,,FALSE,6/11/2025 17:24:00,6/11/2025 17:24:00,Household,Senior assisted,Gas,Plyn Komfort,B2B-GAS,Poprad,24ZSS6999952611M,GAS802314,FALSE,Quarterly,3/28/2026 1:01:00,45533,0,1249,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,92.7,160.33,Postal order,FALSE,1,FALSE,80.25,TRUE,5/26/2025 13:59:00,"eZona web, mobile web",,TRUE,FALSE,FALSE,0,3,1,12/14/2025 10:05:00,Tariff consultation,3,5,FALSE,FALSE,FALSE,TRUE,0,4,5932.8,Phone,Poprad,05801,,,,TRUE
